sentence_id	sentence	locale	reason
802c9e754c6ed450074867f4486501eecbd759a5cc76a9c9ef7a8bbbc3ca7b08	میں نے ابھی تک کھانا نہیں کھایا۔	en	sc-different-language
808a30290c3fc9f8b5c7137a5ae42b0452a7acba77b855cadbb07dd20f47ee02	آپ کل اسکول جا رہے ہیں؟	en	sc-different-language
83331acbc6b6b1e94a244c5a0be7da620777892d085cf9a91ea921ee3a03fa1e	آپ کا موبائل کہاں ہے؟	en	sc-different-language
87701a1e72c0921cf30a208daed82a2ce323559fd5218042b8c3f716cb6a973b	کیا آپ چائے پینا پسند کریں گے؟	en	sc-different-language
8b1d2dd7a18e8a5175cfbd541e3505c82c4665a7d2ac698a509e9c127c5d65fb	آپ کے والد کا کیا نام ہے؟	en	sc-different-language
3184971abbff4f85b96c7937ed9bf75152b0b94953fcd6eecb66d054350f7da9	آج میں نے بہت محنت کی۔	en	sc-different-language
8c2fd69120dcb95930547498e9203c1ce5d2925e76c95404a65d675134462d8b	میں نے کل ایک نئی کتاب خریدی۔	en	sc-different-language
90df60a3fd0af01c7df007c470bb587d29eabded22c2e9a00f6872b3c0bbdf57	آج میں نے اپنے کمرے کی صفائی کی۔	en	sc-different-language
91b9560a9f82a1b47a95978d6bb30f3a2edb6be542b94dd3e9dfb75db1a6fce0	میں نے ناشتے میں انڈہ کھایا۔	en	sc-different-language
99e58a59451cdd0a7df97865848de7927e52a493250a53efdea71bcee58f225a	ہمیں کل امتحان کے لئے تیاری کرنی ہے۔	en	sc-different-language
a61b532bd933c6d70420987983e842eae0a89327428c8526a3421c295d072d71	ہمیں کل ایک تقریب میں جانا ہے۔	en	sc-different-language
a6c07cf11614e1aabff4bc84761605d464644ac40f3f849dd3989f1104d0c301	میں کل دوپہر کو کھیلنے گیا۔	en	sc-different-language
a6d9a658640e436abd4282183ddcf14d414887d4532d48aab43fb6ca94c287f0	کیا آپ کو موسیقی پسند ہے؟	en	sc-different-language
ac9c006176d906f0715b334ee5ae145fca737beed59f132002b02039305ba145	کل میرے دوست کی سالگرہ ہے۔	en	sc-different-language
b32894a71616525d30e095fabc1f255d53d136f1bed65c879f4137aa5a2647c7	میں نے آج بہت کام کیا۔	en	sc-different-language
b4c8bf428cce3bdf0e065f98f17151e6f794d084b1c5ef5a578198f0814edc27	میں نے کل ایک نئی فلم دیکھی۔	en	sc-different-language
b5120d466de78e357e5b8ef02e9eee13c0433351b388c1b360fbb3808b98b523	ہم کل دوستوں کے ساتھ پارک جائیں گے۔	en	sc-different-language
bf74adb0f26183324d2cf74f1e2b4e6cc8214ece6de46b8da3f78524e05a3a62	وہ اسکول جا رہی ہے۔	en	sc-different-language
d6e41f81df3fc576e611519e905cea04a2bc885f5a4ec7e22d54eb431bf4c3a7	There are much more experienced people then me here.	en	grammar-or-spelling
e5e57551a11c8f7f23b1432075531f1a0f1a3e5274b32d2667880f968fbd61ec	It's the Republic Islamic of Iran and it really sucks.	en	offensive-language
51e803c3472cb23317baabada1cf82e55b181ebd7f20851e5e32ff779f095d0d	فیمینزم نے صنفی تفریق، جنسی ہراسانی، اور خواتین کی محدودیتوں کے 	en	different-language
f14827858dc0a7f18330254407419ea374c2e7aa43942ca1617543ca06f54bf0	Speaker vibrations led to fretting of the touching surfaces.	en	grammar-or-spelling
1a03da6015dba245ebbbe8b6c4ebc71ae770e1996f576d4d86bbdfa2174c818e	ہم کل ایک نئے شہر جائیں گے۔	en	different-language
0a5e5330d07be30e2e7dd9bbc77689e5e470b4023af340476df6fbca743dc6bc	آج میرے پاس بہت سے کام ہیں۔	en	different-language
036284cc3a5944da13abe68a63b9093dcbd4d866ba4371242828cf9a998e362e	میرے پاس نیا بستر ہے۔	en	different-language
0cc3bc081a18d9b841ff62f02e28c1cc79efb86a11579453aa3c076fbe2859e5	میرے دوست کا نام احمد ہے۔	en	different-language
6f8f8202de1d4911d26edf31185c56b637d92524b24fcf9b1536b51fed60abda	فیمینزم اور پیٹریارکی کے درمیان ٹکراؤ بنیادی طور پر صنفی برابری اور طاقت	en	different-language
149beb214cf4544177e4dad3be5554ff95daef3e1e927584a26ef77bb86af9a6	آپ کس کھیل میں دلچسپی رکھتے ہیں؟	en	different-language
1a03da6015dba245ebbbe8b6c4ebc71ae770e1996f576d4d86bbdfa2174c818e	ہم کل ایک نئے شہر جائیں گے۔	en	different-language
bdbfc271d117977ef40575198ea3e3ad2d1989f40ef5347b198e2cb4a6f41a3c	اور جنس کی بنیاد پر امتیاز کے خلاف جدوجہد کرتی ہے	en	different-language
2431dcec6657f8e3549e723c7a43a6bc1de20bc7baf2b39c2bdda6ceb30e0c4b	میں آج لائبریری جا رہا ہوں۔	en	different-language
2af1f5aab1ed3856b41d04da40edbe80e555996deec6bcf93e0511f0d47fa4d1	جیسے کہ تعلیمی اور پیشہ ورانہ مواقع، سیاسی طاقت، اور معاشرتی وقار	en	different-language
51e803c3472cb23317baabada1cf82e55b181ebd7f20851e5e32ff779f095d0d	فیمینزم نے صنفی تفریق، جنسی ہراسانی، اور خواتین کی محدودیتوں کے 	en	different-language
2b81d8ae92376273683f94a820f0f78f5ccbd24c3d0a30c6ef0adb1bc2383a54	okay it sucks...	en	offensive-language
149beb214cf4544177e4dad3be5554ff95daef3e1e927584a26ef77bb86af9a6	آپ کس کھیل میں دلچسپی رکھتے ہیں؟	en	different-language
0510afce37e1f956c8ae80af7bb913280841f9eeda26d081bc1c05592040e227	الأَرْض	en	different-language
