sentence_id	sentence	sentence_domain	source
2d201f3f9556485554f5a61b34499b607034af82b29110a62ba740a0e48d0dff	I cant defy the orders of the rodents in my mind 	media_entertainment	brain
2d5a4ea86cd2477e98f662626459abcd366d776ed72215e2fc2dd079d0966594	????? ?? ?????		Tajik
2d6feb98512ed0c063f11b173fcacaa9ddafb469f7aba8952dfb7cf40606d7a4	Awona nijhoke kuliko kusea.	general	Myself
2d8d145070dc0718f483a6a8b1807e270243316aa7cede0738e3c7ab7ee6d43e	. اپنے اہم مقاصد کو پورا کریں۔ 		self
2dab58956e3e26c9682c9da5027bb18c6dcda5461a3fde679086f606084632ea	when you do, you can’t fall more than twenty five feet		System Reference Document 5.1 Creative Commons
2dced05991973a0af56b26acea5c09ddfc06d9bf388742c010c5d0f90e3672a7	Kwadumbuya mdindi kighogho.	nature_environment	Myself
2dd6c45a46abde004f6647bb1b1ec7ac04ea9cdedc659ef4f160b3b5261c7d69	if i am black i can say nigga? 		ANDRO NARWYEVIA
2dfef926df573b8b1331466b6998f4f295c9882ce24f2b8b8829443b0579fd3a	 ہم  تمہیں ہمیشہہ الجہےاور   درہم و برہم ملےـ 		Self Citation
2e18df27f40053613b808fc6debd8571dacc33c6be1d8e9599bbca2e1e339447	میں سیدھا یہاں آیا ہوں۔		Self Citation
2e21c77138d38161afad21b3b2f357142d8564ac518779c295db8940ec7b1341	sign here to give away your privacy		myself
2e5bf6d6e6638fd7981ee6de316be1e14918aff0e2f7f1897637276509c86aad	W'aw'ekabia w'andu mwatulituli.	general	Myself
2e650edce269ee23487d1864e5daf61fff51762435a2fcb1782cdf203d74d835	Hey, is the doors open? I am here to Ananya's assistant.		My dream story.
2e6e24292768138139a8b5be789a38eb8a10dd3cf0468b06b62a130840473523	No, I don't want to go home, I want to live with my girlfriend.		Grammar spellings.
2e7ffbda23720b0bddac76fa0a6981da8c1d801702b41e8b0e9fc1570caf3443	Every man dies. Not every man lives		william wallace
2e8dba8f1b8de73200a7d6b0737aa8fa37b5a94e5a09d833dfc519ee9479784b	یہ رنگیں خوبصورت ہیں. 		self
2eef334c96cc677d19a8862bfebca3454c3381961ddae56002f89818349ad0bf	Dwaa ighi ipaipai kumneke w'ana.	general	Myself
2f2bb2b7b1f135e0c45f0da6a4a60c50428adaa14aba5372d05f0c76c87b6218	hello this is me	general	Self Citation
2fa0125956a9ed28830ab0e5f001df8096bec640f726b45a1c8838a00420c8eb	Uhu mwana wolegha skulu.	general	Myself
2fab6996f5d51e70c96fe9f5786d8af519e9e69f5768b42f235676b3983ad5de	Hi		Hi
2fad4cb0084efc16eda6d673dde02f58eafaedb8d88ab93d004a6a0301c9857f	Koka na iriso nadhighi.	general	Myself
2fc4dbb506c1243454e5a6ecfd11549a77c1815db902eb68878e8e1b218b54b3	I was talking about myself a dream story about them.		my beautiful speech.
2ff3ac48edda33ca51336bbea8ef03c693960006f707a510aa358f3be3a76dd1	میں نے کھانا بنایا. 		self
30365e737b4c6fcd80643cc66c80f8807f0b0e09ef57ae63f97a450bd5f2c51b	هلو جوړ یې پخیر یې ؟ څه حال ده ؟	general	Own voice
303669efbea03874776c1ec01cd53457b8557b63918ec51d0f3ec7281b2c704c	Naw'alola igodoro jha mwana.	general	Myself
30409349c0984870065e9f10d27d2b407da3c4f9654cda88a927e4f56908e559	Wadajha chwakule.	general	Myself
307b9e4888bf3ff726b342317971334cdde209012612cfb1ac3e2300cc8176ef	Theres forty eight minutes and twenty seconds left on the clock. 		https://www.google.com/search?q=google&sca_esv=2b87a7951bc7ea46&sca_upv=1&rlz=1C5CHFA_enUS1055US1055&ei=Q6b9ZbC1PJCgiLMP4LmFgAU&ved=0ahUKEwjw4ouSmoiFAxUQEGIAHeBcAVAQ4dUDCBA&uact=5&oq=google&gs_lp=Egxnd3Mtd2l6LXNlcnAiBmdvb2dsZTIMEAAYgAQYigUYQxgKMhEQLhiABBixAxiDARjHARjRAzILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyChAAGIAEGIoFGENIjQZQ4ANY4ANwAngBkAEAmAFEoAFEqgEBMbgBA8gBAPgBAZgCA6ACVcICChAAGEcY1gQYsAPCAg0QABiABBiKBRhDGLADmAMA4gMFEgExIECIBgGQBgqSBwEzoAfaBw&sclient=gws-wiz-serp&safe=active&ssui=on
307c4c68757f575a4ee043783d2f53564ea32d48b8c5114df6e6ca77f13ecbe4	Can I go to my new school after the wedding? Please?		my beautiful speech.
30996914672244358b14e3cf42414b925364e20be40f8309d43158d0b1d7d6ab	Woka na machi gha Baraka.	general	Myself
30c137d4e2362c8bb88fff31ad339a4ebc15e07656e52746ce7a969dcad8e664	ჰოლმსმა სკამი მაგიდასთან მისწია და ზედ უამრავი მოცეკვავე კაცუნებიანი ქაღალდი გაშალა.		არტურ კონან დოილი ”მოცეკვავე კაცუნები”
3109323dd46e9eeadff92dbaf670b4ba0edaf024986ab3e469963b8b196ca95f	طعنے دینے کی ضرورت نہیں۔		Self Citation
310a58d8edae669f626917ca481370a36962e82da276231106e1546aeea4654d	آپ کس کلاس میں پڑھتے ہیں؟		mine
3110b54e368c5e40bbd2a61346fdaec867388b4a12ece6242043ffe1f500ed53	maybe we should cook something at home and chill here		self citation
312158acac9a5785c59e86d9d9f97ea2aa089c41081ff48ae58e4e078b979aaf	Ndew'iichi kudeka.	general	Myself
3163b6066242407287667be4c5a98929cabf95edf8f074d67addfb2fbea56fe1	Hey, what are you doing here? You're not here, don't you?		Grammar spellings.
316fc22574a3f671d2a7a5e63d4b1b4d1080e441b57dfcbb2e710878ad161237	Mwai wa mwana waw'ebonyerwa w'upe.	general	Myself
3175fa587581316c8f55d0a1cf1ac6617bc3a275da013956341cb957a98af5a9	Wechaamua w'iarika kesho.	general	Myself
3184971abbff4f85b96c7937ed9bf75152b0b94953fcd6eecb66d054350f7da9	آج میں نے بہت محنت کی۔		mine
319d03bd16ea40426bb3b7f8fcd138b8858ab9c70f18b2c79d81ba23e6f0775f	hola muy buenas tardes		N/A
31b637818f10bc4f564a8d617810d935ddac8c3ebdf00035a5a65a3c843c38a0	When I'm twenty-one, I can drink.		self citation
3206032235d4de76467b33bbf0e81e60362f31457298977439f2bc65e1793500	W'andu w'amu w'echa sa ikumi w'ikaghala.	general	Myself
320a31024b9acf1376f18bab9d245cdf0991d8832b1d1fd9654f710aa6ddd14a	Otto Hegström lives part time between Las Vegas,  Beverly Hills, & San Francisco.	general,history_law_government,media_entertainment	Self Citation
322b96bb390b85430d8e046b08842c9b54a9f184a03d1b8dcbf4396b1a331c47	Naenda nikaw'uya.	general	Myself
322f6de28aa801190a86c29ed79868379c9b2c44ed1ebb68a415fd6bd74fff74	"""fewer than fifteen words please"" ""no! please no!"""		self citation
325f8b9cfa979727e0bb26b69bc07fe8568a5e95415578b93f027278cdeca785	میں نے آج صبح ایک خط لکھا۔		mine
3268cdd92006fd6de3162b98258cc9a27af8301e0ea66d85dcc2bcb6bcc4be3b	Dasow'a mbogha ra malemba, da daja msara ghodu na mariw'a gha kisherenyi.		self
328bc88a54ef2832c694eb060b308bc2caf74d6dc86a95b07780cc1dcb4eeb4d	Hi donava voltes sense parar.		Les he escrites jo
329ad757389464c18af86997a71f51d9a464bb33efaafa57d295c9770a9adaae	xoosaa galatay gako		s
32c10c5a286c241f4eeb2958ed3dbd0f8bfb9ee6c1ea8e304adf65b37d222dc3	Noche de velitas 		Fiesta popular 
32d1a3826856fa120a4ac1412887acb920a332558a8baafbfa497236962906ff	Nachi ni masa, hata siw'imanyagha ani ni ani		self
32dcfd29ba183e25241e136a14ef2d68c7a1c5c8a942a9785e3a2689cf30d7a0	آپ کا پسندیدہ کھیل کون سا ہے؟		mine
32f20ffb50c8ec7383054b873dfe7f94ec39028b011a90da736692ec31ca94cf	Maybe a slightly lower value will be more adequate 		mozilla discussions
32fe39d2aa98038c2f43a404531ec4cbb961448338c50d27f8e32b3ad3657211	Wadalogha nadime hata ndeune w'aya.	general	Myself
3308dca8959c2f88f00c9cd4a66eaa08af3bcc8656f25af621b678510699847b	Andonyi kwake koka na ndoo.	service_retail	Myself
330f128a263d8df640441d5c7b49e90e0933ce499a0c22fcdfe4dbadd51c9f9d	Alcohol, Drugs and Cigarette are prohibited in Islam.	general	self
3315a07a5f574a3794024b064abce4c7d11fa91a91a0060b7deb31a574eaf678	Ndoujhaa vindo viranganyo.	general	Myself
33457965df0d6a92d054ac45004574396c1b3fec818ebed5b57c77a88e789ca7	Wovimba mbi ghose .	general	Myself
336de767a7b2c5d416a55334031ae6f930a37020576f43fd4369207408c4e603	getting justice is a right that every human posesses		self
33716bc9cdcf8b39e4fa71bf5804c1100a96c3850a5767182eea736a43a8c4d9	مجھے یہ پتہ چلاہے، تم رات بھر نفل پڑھتے رہتے ہو		https://islamicurdubooks.com/hadith/hadith-.php?tarqeem=1&bookid=25&hadith_number=601
33870a80d6466d04f3be682dbd3c412dabdbdd3e49b9952d04c100469022ecbf	جیسے بچھڑے ہوئے کعبے میں صنم آتے ہیں		Self Citation
338c27155b7bcf413a6f2867202421b651ae42796d2bd3cfa1174ae08745ba48	ვირის მწყემსო ჩოჩორი მჟავე კიტრო .		me-7 klasis wignidan
339ab6dfe6a5949d0730deb52d73e357463c144ad39187492295d832682241c8	Ihi Koshi yesinda w'inga w'ana	general	Myself
33c2a83fe151bc0502a26ba50836b7ea0d3d33c9f5f75445cc335a8759a2b9b9	Mwai wake wow'anga mghosi wake msawi.	general	Myself
33f6909c7097cd3066561aff11b25886e3cdbd00fa7461ffc1a09ce7f628360d	To pledge my allegiance to the homeland, that drank my brother’s blood 	history_law_government	Self Citation
341af388d178fd0610869387398d1bd8f6d3e21410df2ab5220b43f194f1965c	Hello		Self
342acfafc60af26a4b72555afc5adb4d5227378165af4d0d70dfc47cb2f41cc7	If things go wrong, don’t go with them		Roger Babson
342b7823e3f8fcd883280faca533032c753e3cf89b342ac9db9cb5a5a228e581	Dresden ist eine schöne Stadt an der Elbe.		Self Citation
3435c88d86be312d31692a53f1c1602afd0b9811643e816ce459eb080296f624	My dog died last week	general	Self Citation
346c7b7fc16d2e2a9f49c255b3095ca4ab6ddc3d35fbb148de8aa1338076c67f	Ndeikundaa kumanyika w'afumiye hao.	general	Myself
346fc642b1d25af72b117ea38ed6569bdceb6b7b2b34ec013ca4d107e2df5307	Olá! Bem vindo ao nosso serviço de atendimento ao cliente. Como posso ajudar?	general	Self Citation
3475b52edfd86751354cf04d7aa5463c0217d1d180aabf1c0af577a94a34c39c	As I anticipated, the ambassador occasions me infinite annoyance.		https://www.gutenberg.org/ebooks/2527
347bd93475a4de334a7215357de26ebc118ed8b86d5346a62af2d76e0b549362	heyy whatsapp 		my app
34a79a548dd8e5dcb0afe919dc2200f16079103ee327ad8e230b522a17418de5	I can't believe why are you angry at me! Tell me why!		Grammar spellings.
34e505bbf2d7565e2a094df3eb715d23c25dd79d321ec99de0a9cd95629efc9b	یہ جگہ خوبصورت ہے. 		self
34e8dc8100d666d02633c68da3c9eeb5e4f8b386b0d7f55c4c7bd4a9e5b5a0fd	The box clamps together		System Reference Document 5.1 Creative Commons
3521a8c0c16c83747286707791682cb8f535ec20c1d117bc4da233e1ab085603	I fear that meowing around strangers with will weird them out.		Self
352ea9bc4c20ca9a56ad3290e3bdcfb25cbd911afd1f5d97e868bf9299377b58	enable movement move left move right	healthcare	robot control systems
35449e606e96dc0a75743450c308498d595cb066d9d0f2bfc74d479376475923	د مديريت چارې دې څنګه کړې؟ 	general	ISMAIL ZIAR
35670a83e5a8405fa83ae1c84384af019f39569875237d470ba522809508f31a	Kifu chake chadaluma toe.	healthcare	Myself
35853c3b3b4da097ddb5d36654282b22ad3cb2e3d92a406133c4cb7f55b3ce32	Dalaghashire vindo vingi va kikala aha Daw'ida, ni w'aya!		self
359b3cf052dcf8774ec57a859f47c7c49ef8e6a500ffc9d26da9ccaafc33fd13	Uhu mwana woka na w'utukutu.	general	Myself
35a47e92f38bd97526037b4a137764ce05e6cde17ee715ae99d055d3f81bea3a	How can i help you 		Unknown 
35b4e40fe6ed6208e68457e275441799bbc07054834fc2ff089bab080365e3fc	What the hell are you doing? You bastard!		Self Citation
36056e67ff4bfb766dfa97f5cdacb2cd91c904c90272b4deaabff032680540de	Naw'idekia mswara na maghi.	general	Myself
3639668ad9ce6887ac161f19203274ed57e79c8b2beec84a25682f19cfb1af04	وہ کتاب پڑھ رہا ہے۔		Self Citation
364e0d5d12c1abbb826036e4f5c9672f103125b365dfe70c624491526e6cce67	yyss asd	finance	dsaads
366e86201fc2d0b7db10db758f977164a7c40fab7ecb1640f1a5124b274dd219	oyawore	general	self
3679953c11c48d0538e339f2720907e41dc8a17d7b72dbb6f1551f90e8de3b4f	We'd like to get a subscriptions.	general,service_retail	self citation
36a32a0d7ad88510f6efe68865d72ef4bde1343bd005be9ea8ef56ed84e107f7	حلول ماه رمضان در کشورهای اسلامی	general	Correction
36a904b4d8288ebca066739fbb417a2f0a3404762fb2c4b71ad5ab5d9ddcb4b8	ol		ola
36e1ff2a7a0440689642dd0e3e1f57a6b36e65a5117e9ebb61fe8f251afecbb1	Kusemanye ni ndighi rako.	general	Myself
36eefc1b2e6b073ad07d0c498ac32be0f52df9868f62538fa3493bf11bc6f4f2	این اتومبیل اسقاط است	general	Correction
370a45107bb9c4c50be8abc4af621092b66d2e13a4f5ffa69632b235091579db	this is a test		me
370e93576096bbc2c22f302ac380b23695f39432ca3ebfd7bf363f9ae5c3ee50	Kwadeka vindo vose sejhi kesho ndokujhaa.	service_retail	Myself
370fc3e07d2da78e7952a51ed47b68d76cda696f2626f62c816571fb7fcbc37d	"ایک مورخ نے انہیں ""برصغیر پاک و ہند میں اسلام کو پھیلانے والی"		https://ur.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%81%D8%AC%D9%88%DB%8C%D8%B1%DB%8C
37120c011e13611a3d78b40a0cdbd3d6fcd11c5c47aacdb45aae07b17d5b7e14	 اس وقت، یہ پاکستان کا سب سے بڑا مزار ہے		https://ur.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%81%D8%AC%D9%88%DB%8C%D8%B1%DB%8C
371b223b659d0e754ec91ef6288122b26181cb7ad808d96ecd10ed96d1a6b21e	Vai tu govi pārsēji? Bet es tev prasu par govi! Vai tu govi- pārsēji?		"Filma ""Motociklu vasara"""
3756eb62d71991ee1c3e61c5080d91756cb1fc8843b78f4cb00e8668b7cd2ab0	Waw'eleta chumbi sa mdindi.	service_retail	Myself
375d200c1bc58d03c8dce468d5fadbdb6d532af580c0f2c4f0bcaeb62569bdb5	this is a test!	general	by myself
375ec8fc1897eddde53239684d07b098b3fbda0a7030a529ba8bfab505795546	אני רוצה כספון		mine
377f95068135b600d13c2d47714cdb283893b88fd4687f1a0e8d3990b110ef64	With Integral, you can concentrate on all the things you don't have to do		Self Citation
378ee7c8d88032bf3cf58d23f65ace3b256e0c2c8ea1d25955b0fe22b2a309b6	کامیابی کی راہوں پر اقدام بڑھائیں اور مقصد تک پہنچیں۔ 		self
379073b47dcfc47fc845e62096d32823ab6148989653a75d0f6888f04eefa7ea	mozilla common voice		https://commonvoice.mozilla.org/en/write
37b00e05051dc967314c7360a50fce37726f3465f7560adda2e854b4cd8b2461	Mkae meso chijha kitoi chaw'urie.	general	Myself
3804b29f7bd0042e1b7f209a8f6e18aceec9db22f0ed65781ce9f81523c979b7	Naw'etula vitunguu mbuw'enyi.	general	Myself
38167b0b1a5d519bda246cab0a6d3423027da8912bc7db74b44a51d6177dcb9a	Why they can't simply fight?	general	self
384f2846180fb1b5153ceec3d9cc2872264c275ff0e85db51fb0081059bd7b5f	دوسروں کی ترسیل کو تعقل کے ساتھ جواب دیں۔		self
387226afe9fccc73196cc44f67d58aaa401f4eecef39e531652f9ff3f2df2198	Il fait toujours beau lorsqu'on est de bonne humeur.		Philosophe débutant
38902265dd02d8dfb5da35667e0ad337fda8f6cb0494bdad4ca8dd141d9305b1	Ndeudimana na mruke putu.	general	Myself
38c01f420005276874c52fb2fadcb7f6a1e54633ff97d565e3693439c744640b	Silahkan kita lihat		Indonesian
38df36e5e55e51b722835e6069d8c716a08c2a8cdf8a2d96460a51282d0ef1d5	Kwareda mafungu ghe w'ineka.	general	Myself
3909d9ba18b510aabe015a19333e93e15dc7002a4b4d154b56a182cf798c5cb8	首先，它将文本分析和转换为音素序列。音素是语音的基本单元，是发音中最小的带有语音意义的音段。		网络
39110b90ba47a2e4dcb92d23d81b6b7adfdd8811e77e4ff40c02054708095c49	Mae woenda kurika mka mwana wa w'aw'ae.	general	Myself
392898a37565ac27ed0b85e8f569b52d3108e70f74a9376927e57a3ed3705e1a	Kwapanga w'ada.	general	Myself
393b1140cdf61c65b5dae0f67d1bdcc6cf36f37f0da2cd8e931b54b5a0e60b88	. صدقہ دینے کی اہمیت کو سمجھیں اور دعائیں کریں۔ 		self
394d814cf19cace7929fed8b5395f599dda6f642e15436fbe21d14f82697906b	میرا یہ مطلب نہیں تھا۔		Self Citation
39a18fa6160c37cf196d523cd5f9e11be90631527e7ba677ddbec751555945a1	testing I want to see if the website has errors		Myself
39a7aac114bfc4edce92a85ab65e54278cabca8a164f522bbc8759ee45ed8821	 اس مسئلے پر سوچو. 		self
3a1c457cc264120ea3690bf327da819a81e29efbaf853ff743b16d6724be1eff	. دوسروں کی مدد کریں اور ان کی خوشیاں بڑھائیں۔ 		self
3a36b7d67ee42e8af42d28352a4b2a33e0264daf75981a48e2c5af7c9e4f4d9f	g vg g gfr gfrgf gf gf vf f vffv		exexe
3a43e75b75f7830d1af68b7c735a4f3193971b2688f5b801afe710da0171ac2a	I really hate native americans, they are big stinky.		Myself
3a508674ca5219089018dddb39640803525c74e07b2af33b185329e5ae466d79	The enermy is in this way		dd
3a7e3cebf5c8521a92459cff836fcf4acf8578f153c1b530f0e8e395708171dc	Eu sunt directia, regele, salvatorul, si zeul la toti.  		Self Citation
3a853b4c1ac41e2594629384d4588bd0764eb183d51dc4165e928ecffbc241ed	Wodelolwa sa kitoi sa kwamba woiw'a.	general	Myself
3ab62b095a69f7d1a2a1180973fe2991b18c40a4b86b46b1a5a5ed3d5563a090	Nimepika chakula kitamu.		Nimepika chakula kitamu.
3ac97da0a20dd290d9d337f07e62e41cbfc0564e2d0738a6f9a496d3ec2921dc	your ability to speak is limited to the capabilities of your beast form.		System Reference Document 5.1 Creative Commons
3ace8c8a93482c734681d187c4ad64ca1e51f874d82dcf964dea98c152baa615	a 		a man
3b2298176b4d0ccf7f0144eea53cfdacab694912268936027e7a07ae65e62f92	Eu gostaria de comer mamão 		N.a
3b6a4adf2f6aca348fe476dd7d3f5a639bf8b371eca10f21ec5e188fd3f9902a	hello jeff		n/a
3b7728c8ee406b79bfa7d7926f00e3dc3a9985329bd718262423a6e25d45be16	Waingirwa nguku nyumbenyi nadime.	general	Myself
3b9a10eee5cf6e83ce4fb59cc062f8c17d8c18d23c4ddc0f56dfe52f429fdadc	W'anyinyu waghokie?	general	Myself
3ba442c75214a42ef5c999e8b447489ba5f45e8c427d798e851bc923903297c3	Ihi Koshi yadaghusha mbuw'enyi.	general	Myself
3bbecd6f89971c3a18b05a0f3ba3f611e77b373597333b5f568da965da6937cd	Cвa људскa бићa рaђajу сe слoбoднa и jeднaкa у дoстojaнству и прaвимa.		https://www.ohchr.org/sites/default/files/UDHR/Documents/UDHR_Translations/src5.pdf
3bc6345c06c112e82c0f776f32d6992603a6da24bc2dd6743f58faa43d782bc6	Wadafunya sadaka toe.	general	Myself
3be26b16c4dc6f00cf4df9c2501ab2b5da1a8c989bd094d6caed5bed124a255c	ამ სიტყვებზე ჰოლმსმა ჯიბიდან ამოიღო რამდენიმე ქაღალდი,რომლებზედაც მოცეკვავე კაცუნები იყვნენ გამოხატულნი.		არტურ კონან დოილი
3be60ea5efc300b68b75ca5ac0a0efda255ff837b1f4961f4cf0aad8efb60f19	. انصاف اور ایمانداری کو پسند کریں۔		self
3bea2861e4014cea3c6c11be1d3b56ef8cad650a0facfc9a0f8604c49d43d248	Ĉi tiu decido intencis formi pli grandan opozicion kontraŭ la kreskinta partio.		https://eo.wikipedia.org/wiki/Respublikana_Popola_Partio
3bee0fc0ef97c4159def3d74d31958185db12830d5d3afb425669a85bf09357f	W'ikiria mngulu dadime.	service_retail	Myself
3c155a21c69d61e303b49298fd5ee7e4d36b50ab5e5611d0a50a7d54ac63cfe5	اللہ سب کا مالک ھےـ		Self Citation
3c5c11a2b885dd713addd771406227f19239ab1357767415305b98c05ba88ae8	Kokoghe hao saw'au rikajha vindo.	nature_environment	Myself
3c8a59f93fa19b105ce25c10e7fae3a8375c135dcab87d9534d4b0dde75c0234	A cup of coffee is music to my ears and Caffeine to my bloodstream.		Self Citation
3cc08725080ad073d0884440e500121417c53190bcda3461aad394318decdda9	Roy Benaroch		Josberto.euvoupassar@gmail.com
3cc6821ed5d73be327d919901068705afee4998fae8f54284eeb115fca1c1a5f	ئەی تریفەی مانگی سپی دەرکی دەلاقە با پیس نەبیت خۆت مەدە لەم کوردی عێراقە		گۆران
3cc9e37aa3f02ffc50609308fd93ac2cc5900829db8c53e49d871fe90360cdd3	Haye waaku salaamay		Haye
3ccfb734f9684fcd829deb90ebd54f6e4a3d6e8feae48d5815dc5220cafd1977	Shelley sells sea shells on the sea floor		Classic nursery rhyme
3cd9435a12ec47e9fd4e346acd9ae8dfb1972e00d9da3c15e4a87391e9ca973e	Have you got my luggage. I was pretend I am leaving.		my beautiful speech.
3ce579f318fa03099aa7d6430b2ba570af3b91802c7c4abbe67e7b01c3416a8e	Kusekabe mka imbiri ya w'andu.	general	Myself
3d2c9c1fb5f1f9b9825a96dbabeb9392ca936c1e65f692772dd8958e2218c5ff	Wadapoisa chofi yaw'o w'eni.	general	Myself
3d348ab011bdd49c7d0b5026a829973a40d3d7b1bbe4668d5aab08b932221e29	. کامیابی کی طرف قدم بڑھائیں اور مقصد تک پہنچیں۔ 		self
3d57ac4d6f0f3254eee6f8112747fd0f5a536071f61674de6d600eb9e9f504bd	آپ کی پسندیدہ کتاب کون سی ہے؟		mine
3d6c4000aa2ccbcb1d3472bd7feb322decf06e395d681a14b7295d1b2f8707b9	W'aw'ekunda kuenda noko ela w'adaghaluka shwawori.	general	Myself
3d96f0f3b71a7b3c6e050ee11d3243a90a91ea74046bfc4984a5294c65d9512c	e		e
3d9a2e3119646dbda1e5781eaae22d0e6e1b1c9d823436b1864bc5dfced63f7c	self citation		"""Mozilla Common Voice."" Mozilla Foundation. Retrieved from https://commonvoice.mozilla.org/en/write (Accessed February 6, 2024)."
3d9f3f5d7cde0f46295413d133b6b65f3e5d37a0322596590aec409217194c46	What your referring to as Linux is actually gnu slash linux		rms
3dc630917100c9c9bc5b3a79ce26d4c383e3505a49d343a4cf7f7185edf0bd98	. پیار سے سب کچھ سمجھائیں اور راحت کریں۔ 		self
3df80f90efa1883ca2df6b7bee8aed8d9412831d4ab974411639993817781040	Nikaw'ona mbew'a nadakimbia.	general	Myself
3dfff0391a1b4a17c59f43ff3a5af279db36ec728bc094bd2262da75b708e7cb	Nyamira mwana.	general	Myself
3e04b52e805db1ee88f677a4b43a4f44d9d23f6264ccc7c76df4656ed32b70c4	W'echajha.	general	Myself
3e1bd0148bde76d684b0fb8aecc6fc87b4ca59eee6dc20e4c02091e9f780fec9	Sidimaa kumneka magome na vala.	general	Myself
3e479c88e2ba144ed6e5d943a0006cfeedcd061499b2cf7687fa91be4bda6e0b	Ihi vua yaambua idimee nisebonye ihi shughuli.	general	Myself
3e4ac9e863140a1351874b93f606db2dbf61d5d6b3cd604aadf3095dc2887d0f	test it for me		me
3e7eefbaa74d444512423c8f5b32542a54ffa9565cce958853dc81b6cbd4f975	Ini ni mwalimu wa Kidaw'ida.		Myself
3e85294bb6a8aaa245568772f738ee9e7109cf12857f604d685dea3cb1e88f90	ბიგვავა გიჟი	automotive_transport	ლუკადან
3eed0cd978bebd287a2b8b75d1ea02d4906a3427bf153b0d8a74b13c743ddaed	Daw'efunganya digure aha.	general	Myself
3eed8c98809717d5321dcb26be230f4602c7568f8f6cc4466b731697e679d11e	Wadajifunga shuka ukakaenda kuogha.	general	Myself
3f0ae00c2a7e5adc1a4f5c23d95d8d387cd5c1cd8a5e1bc17becb3b5e859441f	The souls of the dead turn into malignant spirits		The Golden Bough
3f21c5d801e7b0dcdab86f5072d96d57ae80f0e8e5d66e3ca246e1b18f0ae14f	Nibonye chia rose kubonya w'ucha.	general	Myself
3f5878e3525890e2e9530a53e9b618ca03921508f0c6da759a77edc8b5b8ddea	 Open your web browser and type in “sim.report” in the address bar 		Self Citation
3f9853b17b7d24ae8273717d3a3ba594f116bc28e015ca52405837a1f54d2c1c	A cloth or leather pouch can hold up to twenty two sling bullets		System Reference Document 5.1 Creative Commons
3fb10910adfcef6de34ff5bcb0e00c9567c3345736843f45d257772e6e0511fe	Я бы хотел сказать, что все будет заебись!		mine
3fb5fab511b9efa6935f3e17e834495184ea378f3b62a157abefefc90c3ed98e	Hang on, why is so dark? Let me turn on the flashlight.		My dream story.
3fc7d046dc319a32aa3fc5be9a0df943fc3b064efbbb8b716b6160454368c739	. کامیابی کی راہوں پر اقدام بڑھائیں۔ 		self
3fc9e01e2d83ca6410c2dde3b904425c5967c32c7293a5e4862632d3c3d1598a	W'enizera kuzoya itanaa w'andu w'izoye kuroghuana.	general	Myself
4016a42dc845ec1a3f7e39e0d25afd09f47006b3611cfa3cb74cb43717a03e4c	. کوشش کریں کہ زندگی کو بہتر بنائیں۔ 		self
401c8a552b3a3cd7690719489f1f8a11e18a542f327827b020f756f9b680971e	Iri fighi ranona w'ana w'a w'andu.	general	Myself
405ae7cdbd233c3cb2ec8f1d450fff71d0c4db93d24546122dae0bbaf333a023	W'ana w'edeida w'ikilasa magho mabambenyi.	general	Myself
405eadeccd77fbf9502f3ab81432c296341ce2d434d24ed00b6d1c34dd927358	hello, what are you doing ?		talking
407815fbd051ceca7506c67a17d4e568f588e59bc23eb1c5eeef14623e536c6f	Es gibt kein richtiges Leben im falschen.		Theodor W. Adorno: Minima Moralia. Reflexionen aus dem beschädigten Leben (= Gesammelte Schriften. Band 4). Suhrkamp, Frankfurt am Main 1980, ISBN 3-518-07496-2, S. 43 (Erstausgabe: 1951). https://de.wikipedia.org/wiki/Es_gibt_kein_richtiges_Leben_im_falschen
408b0b3087ce201eed1830f0925e96513a4993438f0533ca67ff565f3526915a	Sighana na malagho gha w'andu.	general	Myself
40b5a8cb4f78230944be4915e30d008df0f76983149c3c52e3a1d5f62b54ce67	uen solutions 	technology_robotics	my last name
40c41fdfc6dffeb46d6a545e85417f102418e034f168568364600a95d0e29103	Las minas estaban llenas	history_law_government,nature_environment,general	Own source
41540e6ee0bcd0717dfbed0f3c40dfcbacb87c7b11082d5f0d2b9f31b1f3dada	 دوسروں کی مدد کریں اور ان کی خوشیاں بڑھائیں۔ 		self
416d573206edeadda756ac249ab1a21b21e92e864d3ae320cc75a1854deb539a	Moo moo?		Own sentence
4199f08dd3477e899f5401a28dead3efabc3209380818395362e473bb54ad14b	. محبت اور مودت کو ترجیح دیں۔ 		self
41d6ce11e49f534cafe42358d449d1250332486c406c0021708436f6b8d5a20f	artificial intelligence is amazing yet frightening		self
41da508918980f13dada99dbd23cfb2068e0d882659d1a4e9399ea4ff4f2d8c3	Wadadeka na maka toe.	general	Myself
41e2feb0968543c674b447f9f69d2a289e0e60d5ecdddc25f675d5601c5dc5aa	Compa, ¿qué le parece esa morra? La que anda bailando sola   	language_fundamentals	https://genius.com/Eslabon-armado-and-peso-pluma-ella-baila-sola-lyrics
